oferta,region,empresa,salario,experiencia,viajes,residencia,jornada,contrato,educacion,glosa,url,fecha descarga
Ingeniero TAC," Providencia, R.Metropolitana",No Informa,750000.0,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Reconocida empresa multinacional, se encuentra en la búsqueda de Ingeniero TAC para trabajar por Esquema 7x24 en formato rotativo Entre las principales funciones:Soporte técnico a servicios de telecomunicaciones & seguridad, mediante herramientas de testing, monitoreo, consola, etc. Se requiere experiencia comprobada en:- Recepción de Inputs (Incidencias y requerimientos) por diferentes canales- Interacción y manejo de clientes internos y externos de cara a la atención de los inputs- Monitoreo proactivo, análisis, diagnóstico y troubleshooting de sistemas y protocolos descritos arriba- Registro de casos en sistemas de registro (ticketeras)- Esquema multitasking y dinámicoSe ofrece:Renta: $750.000 líquidos + 64.000 de colaciónTrabajo remoto (durante la contingencia de salud)",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-tac-turnos-rotativos-7x24-en-santiago-providencia-82F56B18B8BB5BE261373E686DCF3405,2020-09-06
Ingeniero Software," Las condes, R.Metropolitana",Hasar Chile,,4.0,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Título de Ingeniero en Sistemas, Ingeniero en Informática, Técnico en Computación o analista de sistemas. Mínimo 5 años de experiencia en tecnologías .NetDebe tener capacidad de análisis, toma de requerimientos y diseño de modelo de datos. Conocimientos en:-.NET, C#, Arquitectura MVC, IIS, Servidores Windows- Experiencia en desarrollo de aplicaciones móviles- Experiencia en SOAP y REST- Deseable experiencia en al menos una de estas tecnologías: React / Angular / NodeJS - Experiencia en front (JQuery y Boostrap)-Base de datos Sql Server, MySql, MongoDB-Node JS, Java-Metodología Scrum",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-software-en-santiago-las-condes-750B878D5FDB7C4061373E686DCF3405,2020-09-06
ingeniero informático,"Santiago Centro, R.Metropolitana",inversiones Efusion SPA,,3.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"nos encontramos en búsqueda de ingeniero informático o carrera a fin, para incorporarse a equipo de trabajo. Con conocimiento y experiencia en cargo de asesor, desarrollador, consultor informático y analista BI; comprobable mínimo 3 años en desarrollo de proyectos tecnológicos.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-informatico-programador-seniors-en-santiago-centro-C93B02914CBC406161373E686DCF3405,2020-09-06
Ingeniero Eléctrico," Providencia, R.Metropolitana",Servicios e Ingeniería Eléctrica Norte Sur Ltda.,,,Si,Si,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Se requiere ingeniero eléctrico (civil o ejecución) con experiencia en montaje y proyectos. Experiencia comprobable en Autocad. Capacidad de liderazgo en equipos de trabajo. Disponibilidad para obras en terreno de Arica a Puerto Monntt, opción de trabajo en oficina en Providencia. Licencia Sec clase A y licencia de conducir. Por favor enviar CV",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-electrico-en-santiago-providencia-58673560340AD09761373E686DCF3405,2020-09-06
Ingeniero en Prevención Riesgos,"Concepción, Bíobío",Planificacion e Ingenieria DELPRO LTDA.,,3.0,Si,Si,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Se requieren Ingeniero en Prevención de Riesgos con acreditación SNS vigente con experiencia mínima de 3 años en rubro energético, minero y/o industrial.Poseer licencia clase B, excluyente. Sera requisito excluyente:1.Manejo de normativa vigente en materia ambiental y Seguridad 2.Manejo de Excel nivel intermedio",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-prevencion-de-riesgos-en-concepcion-1C631A4A26B7050061373E686DCF3405,2020-09-06
Ingeniero(a) ejecución o técnico superior en electrónica o automatización," Providencia, R.Metropolitana",VM Automatización,750000.0,1.0,Si,Si,Jornada de 45 horas semanales,contrato indefinido,Universitaria,Se requiere personas con estudios de ingeniería o técnico superior en electrónica o automatización para trabajar en proyectos de control de procesos industriales. Deseables conocimientos previos de programación de PLC y/o DCS.,https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-ejecucion-o-tecnico-superior-en-electronica-o-automatizacion-en-santiago-providencia-CD9ED716E40073B361373E686DCF3405,2020-09-06
Ingeniero Sistemas," Macul, R.Metropolitana",EFECTIVIDAD 360,1800000.0,3.0,Si,Si,Jornada de 45 horas semanales,contrato a trato,Educación media,"Buscamos Ingeniero de Sistemas. Si eres COMPROMETIDO, te gusta INVESTIGAR Y APRENDER DE NUEVAS TECNOLOGÍAS, tienes VOCACIÓN DE PROPONER MEJORAS Y RESOLVER PROBLEMAS TECNOLÓGICOS, eres PROACTIVO, TRABAJAS POR OBJETIVOS, BUEN COMUNICADOR y tienes BUENAS RELACIONES LABORALES, Eres a quien estamos buscando !!!¿QUÉ TIENES QUE REALIZAR?Realizar levantamientos de requerimientos funcionales, generar diseños computacionales detallados e implementar las funcionalidades. También debe evaluar soluciones ya existentes y adoptarlas (implantación).  Especificar, analizar, diseñar, codificar, verificar, validar, probar, corregir, configurar, mantener, implantar y documentar aplicaciones computacionales. Seguir instrucciones, metodologías, normas y estándares de la organización.Gestionar y administrar a los recursos tecnológicos institucionales para dar respuesta oportuna a las solicitudes y requerimientos de los usuarios (clientes) internos.Efectuar análisis costo/beneficio y realizar pruebas de las distintas alternativas tecnológicas que la organización debe evaluar. Instalar y configurar las herramientas necesarias.Elaborar manuales de diseño y operación de sistemas. Elaborar documentos de políticas.Evaluar e implementar solicitudes de cambios y modificaciones a sistemas desarrollados.Eventualmente planificar, supervisar, administrar y controlar proyectos de desarrollo computacional. Participar en las actividades de los proyectos asignados.Registrar y generar información que permita hacer un control de sus actividadesVelar por el buen funcionamiento de los servicios de la organización, considerando rendimiento, eficiencia y correcto uso de los recursos. Analizar y proponer mejoras en el rendimiento de sistemas.Trabajar coordinadamente con otras áreas de la empresa, para facilitar los procesos de inserción de nuevas tecnologías.Mantener la confidencialidad y el resguardo de la información a la cual tiene acceso. Contribuir al buen clima laboral al interior de la empresa. Brindar apoyo técnico a su jefatura directa y a sus pares en materias de su competencia.En particular:Participar en la implementación el proyecto de IAM en la empresa, en todas sus etapas.Levantar los requerimientos técnicos y de integración (en conjunto con otros integrantes de la organización) con el resto de la plataforma de sistemas de la empresa. Participar en la elaboración de un plan de proyecto.Participar en el levantamiento de la situación actual de la Identidad y Accesos y documentar Documentar y revisar políticas de IAM para ser aprobadas por el Gobierno de la Identidad ¿CUÁLES SON LOS REQUISITOS DEL CARGO?Ingeniero Civil Informático, Ingeniero Civil Telemático, Ingeniería de Ejecución en Informática, Técnico de nivel Superior en Redes y Telemática, Técnico Nivel Superior Analista Programador Computacional, de Sistemas o afín. Idioma Inglés intermedioConocimientos formales con CERTIFICACIÓN que lo acrediteLa experiencia laboral se considerará a partir de la fecha de titulación. ***EXPERIENCIA MÍNIMA 3 AÑOS (EXCLUYENTE)***Implementar o configurar sistemas diversos en todos sus protocolos (API), Tomcat, Java EE, Nginx, Sistemas Operativos Linux, Bases de datos Oracle, Mysql, MongoDB, MariaDBPlataformas de servicio tipo web y contenedores de desarrolloSistemas OperativosBase de datosGestionar web a nivel de servicio de plataformasLevantar procesosDiagramar procesosRedactar documentosImplementar plataformas tipo APIAnalizar requerimientosImplementar tecnologíasIntegrar sistemas informáticos***EXPERIENCIA (DESEABLE)***-  Valorable administración de la Identidad -  Valorable arquitecturas orientadas a servicios ¿QUÉ TE OFRECEMOS? Oportunidades de continuidad laboral y desarrollo profesional, de acuerdo al desempeño en el proyecto desarrollado.¿CUÁLES SON LAS ETAPAS DEL PROCESO?Etapa 1: Modalidad Online- Postulación Formulario Completo- Filtro CV, Video Presentación y Preguntas- Filtro Video Entrevista los que cumplen el perfil**Notificación Etapa 1, recepción de antecedentes y estado de postulación por correo electrónicoEtapa 2: Modalidad Online- Video Entrevista Técnica con Cliente - Pruebas Técnicas **Notificación resultado Etapa 2 por correo electrónico y whatsappEtapa 3: Modalidad Online- Evaluación Psicolaboral**Notificación resultado Etapa 3 por correo electrónico y whatsapp",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-sistemas-en-santiago-macul-2428F5CEB399F54E61373E686DCF3405,2020-09-06
Ingeniero Prevención Riesgos,"Antofagasta, Antofagasta",Dseleccion Head Hunters,1300000.0,3.0,Si,Si,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Nuestro cliente, importante empresa dedicada a la mantención de correas transportadoras y servicios industriales, se encuentra en la búsqueda de un(a) Ingeniero en Prevención de Riesgos, para desempeñarse en las faenas a las cuales presta servicios.Buscamos a un(a) Ingeniero(a) en Prevención de Riesgos, con experiencia comprobable en minería. Es deseable también que conozca de correas transportadoras.Buscamos una persona proactiva, con cultura internalizada de seguridad, con capacidad para supervisor equipos, ya que estará a cargo de una cuadrilla de a lo menos 8 personas.Conocimiento en protocolos MINSAL, y capacidad de ejecutarlos completan el perfil.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-prevencion-de-riesgos-antofagasta-en-antofagasta-BCD29DCBB4E9C8C861373E686DCF3405,2020-09-06
Practica Profesional Programador," Providencia, R.Metropolitana",Iglobal Ventures,,,No,No,Desde Casa,contrato de aprendizaje,Universitaria,"¡Buscamos practicante! Puedes ser Técnico o Ingeniero en Programación, pero es indispensable que tengas pasión por la programación y ganas de formar parte de un equipo de alto desempeño. Si eres el indicado, tienes proyección.Somos una empresa que apoya la transformación digital y desarrollamos nuestras propias herramientas. Generamos impacto en distintos países de América. ¡La idea es que crecer juntos!.Debes conocer y programar en : PHP, HTML 5, CSS,Java Script y la tener mucha curiosidad para profundizar en Laravel, Bootstrap y Más.Practica remunerada desde 80.000 a 120.000 (Proyección Laboral);-) Te esperamos.Tipo de puesto: Tiempo completo, Beca / prácticasSalario: $60.000 - $120.000 al mes",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-practica-profesional-programador-tecnico-o-ingeniero-en-programacion-en-santiago-providencia-8785582B65523CC461373E686DCF3405,2020-09-06
Jefe marketing digital,"Santiago Centro, R.Metropolitana",Marbelma Group,200000.0,7.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Gtd, compañía de Telecomunicaciones y Servicios TI, requiere incorporar un JEFE DE MARKETING DIGITAL, quien estará a cargo de administrar y coordinar el canal digital, a fin de cumplir con los objetivos de comunicación e ingresos de la compañía.Principales funciones:Coordinar la ejecución de estrategias de Marketing Digital para Gtd y Telsur.Administrar nuestra web para mostrar la oferta, novedades y generar el interés por la contratación de nuestros servicios, a fin de aumentar las conversiones y ventas de nuestros sitios.Mantener el canal actualizado y priorizado, para que sea eficiente en las conversiones o generación de solicitudes y contactos.Velar por el buen funcionamiento del canal digital, con el fin de brindar a nuestros usuarios la mejor experiencia cuando ingresen a nuestros sitios.Coordinar con sistemas y agencias para la correcta implementación de campañas y mejoras en la experiencia de la web.Estudios necesarios:Ingeniero Comercial o Ingeniero Civil IndustrialConocimientos necesarios:Conocimientos en diseño y programas de Adobe Suite.Conocimientos de Liferay y plataformas digitales.Conocimiento de Google Analytics.Habilidades necesarias:Inglés intermedioManejo de Office.Experiencia:Experiencia de al menos 7 años en la administración de plataformas digitales, y mínimo 3 de ellos con personas a cargo.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-marketing-digital-ingeniero-comercial-en-santiago-centro-807A62A6D82CB82D61373E686DCF3405,2020-09-06
Ingeniero Mecánico y Proyectista," Las condes, R.Metropolitana",PLAZA Ingeniería SPA,,,Si,Si,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Empresa especialista en materia de calidad de aire y control de emisiones , requiere los siguientes cargos:1. Ingeniero mecánico con 3 años de experiencia en materias de ingeniería mecánica principalmente en faenas mineras, con experiencia en balance mecánico de energía, manejo de planos, experiencia en terreno.2. Se requiere proyectista mecánico/estructural Part-time, con experiencia en el desarrollo de planos de ingeniería, fabricación y levantamiento de terreno.  Manejo de herramientas de: SolidWorks, Inventor y AutoCAD. Experiencia en manejo en procesos de fabricación. Los candidatos que cumplan estos requisitos enviar.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-mecanico-y-proyectista-experiencia-mas-de-3-anos-en-santiago-las-condes-4D1B66D75D7A8EAC61373E686DCF3405,2020-09-06
Ingeniero Lean," Las condes, R.Metropolitana",Remax Central Chile,800000.0,,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Empresa especialista en Back Office en diferentes rubros, requiere un ingeniero de procesos / Ingeniero Lean que cumpla con los siguientes requisitos. Asertividad, para relacionarse a todo nivel, especialmente con niveles ejecutivos. Actitud positiva y Proactividad Capacidad de expresar claramente sus ideas y buena redacción para expresarse vía mail. Autonomía, personalidad y seguridad en sí mismo. Conocimiento de herramientas y paquetes Office especialmente Excel a nivel avanzado. Conocimiento LEAN (No excluyente) Con experiencia mínima de un año comprobable en este tipo de cargo. Experiencia y potencial liderando equipos. Alta capacidad de análisis.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-lean-en-santiago-las-condes-7B8C9CD7A178F6B361373E686DCF3405,2020-09-06
Ingeniero o Técnico Mecánico," Quilicura, R.Metropolitana",Von Unger Representaciones Ltda.,600000.0,4.0,Si,Si,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Se Busca Técnico o Ingeniero Mecánico para Servicio Técnico de Empresa líder en rubro maquinaria para la minería.Se requiere conocimientos en mantención de maquinaria menor (Electro / Hidráulicas), mínimo de experiencia en el rubro de 4 años, manejo de Excell, licencia de conducir clase B.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-o-tecnico-mecanico-en-santiago-quilicura-906EBD599A72074361373E686DCF3405,2020-09-06
Ingeniero constructor,"Puente Alto, R.Metropolitana",SC Construcciones LTDA,800000.0,,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,Se requiere ingeniero constructor titulado para proyecto de cambio de cubiertas para entidad del estado.Se requiere.Titulo ingeniero constructor (excluyente)Licencia clase bManejo de Office y autocadmovilización propia,https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-constructor-sin-experiencia-en-puente-alto-4ADF809E8395E48261373E686DCF3405,2020-09-06
Ingeniero en ejecución informática," Las condes, R.Metropolitana",Hosting.cl,500000.0,2.0,No,No,Jornada part time,contrato a plazo fijo,Universitaria,"Persona con conocimiento y experiencia, con capacidad tanto para generar soluciones de software como para investigar y encontrar soluciones adecuadas a cada caso. Conocimiento y manejo de BBDD. Orientado a resolver problemas. Buena capacidad de comunicación, organización y trabajo en equipo. Flexibilidad y capacidad de adaptación.Conocimientos requeridos:Sistemas operativos Linux y Windows.Servicios Cloud (AWS, Azure, Google Cloud)Bases de datos MySQL, PostgreSQL, MariaDB. FTP, Mikrotik, BGP. Virtualización vmware, openstack y openvz.Programación BASH, PHP, HTML, SQLProtocolos de CiberseguridadTipo de Jornada:Media jornada. (Posibilidad de ampliar)",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-ejecucion-informatica-empresa-del-rubro-de-tecnologia-en-santiago-las-condes-A7D7579E4E0617BD61373E686DCF3405,2020-09-06
Ingeniero Proyectos Seguridad TI," Providencia, R.Metropolitana",Atcom,,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Reconocida empresa de tecnología, se encuentra en la búsqueda de Ingeniero de Proyectos de Seguridad para trabajar en Santiago Centro.Se requiere:- Experiencia en Seguridad de la Información. (Al menos 2 años).- Experiencia en Consultoría / Auditoría TI (Al menos 2 Años).- Experiencia en Gestión de proyectos (Deseable).Conocimientos/ Experiencia en implementación de Estándar – norma de seguridad: Payment CardIndustry Data Security Standard (PCI DSS) , ISO 27001. (EXCLUYENTE)Funciones:- Implementación y gestión de proyectos asociados a cumplimiento PCI DSS.- Coordinación con los equipos locales y de países de la empresa, actividades asociadas a cumplimiento PCI DSS.- Evaluaciones / consultorías cumplimiento PCI DSS.- Control de planes de trabajo de los proyectos definidos.- Identificación y gestión de riesgos / problemas en los proyectos asignados.- Reportes de avances, riesgos y problemas de forma periódica.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-proyectos-de-seguridad-ti-experiencia-en-pci-dss-en-santiago-providencia-9C3A0E4E945ED8CA61373E686DCF3405,2020-09-06
Ingeniero(a)ssarrollo Pentaho DI,"Santiago Centro, R.Metropolitana",Digital Social Change Spa,,2.0,No,No,Desde Casa,contrato a plazo fijo,Universitaria,"-Tener la capacidad de poder realizar un análisis del proyecto que se le esta asignando, esto con el propósito de poder confeccionar la documentación requerida y el desarrollo del mismo.-Tener reunión de trabajo con el cliente siendo capaz de entender y aterrizar los requerimientos de los clientes. -Confeccionar documentación del proyecto:oDocumento Funcional/Requerimientos.oPlan de Pruebas.oEvidencias de Pruebas.oManual de Instalación.oManual de Operación.-Realizar el desarrollo (programación) de las componentes requerida en el proyecto utilizando Base de Datos y PENTAHO DI.oUtilizar Buenas prácticas en desarrollo.oUtilizar metodología de desarrollo.-Realizar las pruebas de las componentes construidas, además de las pruebas de no impacto requeridas.-Apoyar al área de certificación en la certificación del desarrollo realizado.-Apoyar y dar el soporte en el paso a producción del proyecto realizado.-Entregar el soporte post-producción del proyecto a modo de garantía.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroas-de-desarrollo-pentaho-di-desarrollo-back-end-bi-en-santiago-centro-7830FE19E8D92ED061373E686DCF3405,2020-09-06
ingeniero civil," Las condes, R.Metropolitana",Registros e Instalaciones SL,,5.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Empresa de ingeniería desea incorporar a Ingeniero de Proyectos con experiencia en proyectos de Gas Natural de ALTA PRESIÓN en ACERO.Será responsable de guiar el desarrollo del proyecto desde su punto de partida hasta la entrega, incluyendo la aprobación por los distintos organismos públicos. Se excluye del trabajo la ejecución y supervisión de los trabajos.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-proyectista-en-santiago-las-condes-44BC82C54F58897861373E686DCF3405,2020-09-06
Ingeniero o Técnico en Informática Bilingue," La Reina, R.Metropolitana",Teconart SpA,700000.0,2.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Support of administrative activities and tasks Support project work to develop technical solutions (for example rollout) Perform install and configuration activities and tasks of system components and complexnetworks Support Clients in second level support and day by day business Perform analysis and solutions of incidents in day by day business Report and present progress of project work (effort, status, meetings etc.) to project leads",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-o-tecnico-en-informatica-bilingue-en-santiago-la-reina-930E0B894286B82161373E686DCF3405,2020-09-06
Ingeniero Civil o Ejecucion Mecanico," Ñuñoa, R.Metropolitana",Servicios Comerciales Eduardo Rojas S. E.I.R.L.,400000.0,,Si,Si,Jornada de 45 horas semanales,contrato a plazo fijo,Educación media,"Conocimiento computacional administrativo, programa SAP, SOFTLAND.Capacidad de desarrollo para trabajo en operaciones en empresa comercializadora de fitting.Conocimientos de AUTOCADSOFTWARE GRAFICOTener un mínimo de 5 años de experienciaenviar CV con PR",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-o-de-ejecucion-mecanico-en-santiago-nunoa-5AEFD1DDC704F27D61373E686DCF3405,2020-09-06
Ingeniero mecanico clase  SEC (Freelancer)  para ejecución mantención calderas," Peñalolén, R.Metropolitana",EGM WORLD INGENIEROS LTDA,,5.0,Si,Si,Jornada part time,Otro tipo de contrato,Universitaria,"Ingeniero mecánico clase 1 SEC con experiencia en mantención , para trabajos Freelancer en ejecución de mantenciones preventivas y correctivas de Salas Calderas.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-mecanico-clase-1-sec-freelancer-para-ejecucion-mantencion-calderas-experiencia-en-mantencion-preventiva-y-correctiva-en-santiago-penalolen-8DB2715FD82DA6F561373E686DCF3405,2020-09-06
ingeniero eléctrico," Ñuñoa, R.Metropolitana",Telesystems S.A:,,5.0,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Empresa de ingeniería especialista en el diseño, ejecución y mantenimiento de infraestructuras empresariales, busca integrar a su equipo de trabajo a un Ingeniero Eléctrico con experiencia en cubicando y supervisando proyectos eléctricos de MT y BT.Profesional Senior con experiencia en terreno y en el área de estudio de propuestasLos requisitos son:Ingeniero Civil Eléctrico, experiencia mínima de 5 años.Experiencia en cubicando proyectos eléctricos y corrientes débiles.Experiencia como supervisor en proyectos eléctricos, obras de remodelación o habilitación.Sólido conocimiento en interpretación de planos, especificaciones técnicas y bases administrativas en la Especialidad Eléctrica, interpretación de diagramas unilineales y cuadros de cargas.Se requiere conocimiento de la Norma NCH 4/2003Se requiere conocimiento de uso de Excel nivel intermedio.Se requiere conocimiento de uso de Autocad avanzado, aplicado a la cubicación.Licencia SEC clase AAmplio conocimiento en coordinación, inspección, supervisión y/o remodelación en infraestructuras corporativas e instituciones publicas,  que incluyan proyectos eléctricos y corrientes débiles.Adiestramientos en liderazgo y organización (Deseable)Deseable conocimiento en software de mantenimiento (no excluyente)Disponibilidad para trabajar en horarios de acuerdo con las necesidades de los proyectos en curso.En caso de ser extranjero, debe poseer al menos visa temporaria y título académico validado en la Universidad de Chile.Funciones y Responsabilidades:Preparar propuestas desde un soporte técnico-comercial basadas en las especificaciones y requerimientos de los clientes.Cubicaciones de presupuestos eléctricos, que permitan desarrollar una propuesta económica. Definir costos y precios de proyectos.Realiza análisis de precios unitarios de las partidas que conforman el presupuesto de obra como también de análisis de EDT.Realizar cotizaciones, análisis y rendimiento de Mano de Obra, Materiales, Equipos.Vigilar que se cumplan las especificaciones de calidad y cumplimiento, inspeccionando y controlando las labores de un montaje.Proporcionar apoyo en la puesta en marcha de una instalación junto con el/la responsable correspondiente.Desarrollo de criterio de diseño, especificaciones técnicas, memorias de cálculo, hojas de datos, evaluaciones técnicas.Manejo y ejecución de proyectos eléctricos supervisando la generación, los diseños de planos y documentos asociados al diseño.Controlar el mantenimiento y reparación de equipos de electricidad en instalaciones de los clientes.Garantizar el funcionamiento del servicio y cumplimiento de los requerimientos del cliente, bajo normas, estándares y procedimientos establecidos por la empresa.Manejo de personal técnico capacitado en el áreaParticipar y dirigir reuniones de coordinación para asignación de trabajos y actividadesAnálisis del estado de infraestructuras eléctricas con el objetivo de realizar venta consultiva para las necesidades de cada cliente.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-electrico-en-santiago-nunoa-5CF706E12C52CF7361373E686DCF3405,2020-09-06
Ingeniero Agrónomo,"Melipilla, R.Metropolitana",CEPO CHILE Inversiones y Negocios SPA,,10.0,Si,Si,Jornada part time,Otro tipo de contrato,Universitaria,"para proyecto consultora independiente establecida hace 15 años, proyecto de 18 meses jornada parcial  profesional con experiencia mínima 10 años especialmente en hortalizas",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-agronomo-con-experiencia-en-hortalizas-en-melipilla-F9185F6316E7E44B61373E686DCF3405,2020-09-06
contador administrativo,"Concepción, Bíobío",BIO Ingenieros Civiles,,4.0,Si,Si,Desde Casa,Otro tipo de contrato,Universitaria,"Empresa de Ingeniería y Construcción de Concepción, requiere contratar contador o contadora, con conocimiento y experiencia en:Preparación de Libro de ComprasPreparación de Libro de ventasPreparación de Libro de HonorariosPreparación de Libro mayorPreparación de Libro DiarioOtros Libros LegalesBalance SemestralBalance AnualConfección de la RAI (Enero y Diciembre)Informes mensuales entregados 14 AInformes mensuales entregados 14 BEmisión de FacturasEstado Resultado mensual y acumuladoAnálisis de cuentas.Estado de flujos de efectivo.Análisis financiero de liquidez, cobertura y operacional de la compañía .Preparación del formulario 22 (Renta) y EmpresarialPreparación de Formulario 29Declaración Mensual de Impuesto (F50)FUTDeclaración sin movimiento en SIISolicitud de revisiones de actuación fiscalizadoras RAFSolicitud de condonacionesVisitas de representación al SIIDevoluciones de impuestos retenidasTérmino de giro ante el Servicio de Impuestos InternosReconstrucción de contabilidad atrasada u objetada por SII.Revisión de documentos en web SIIModificaciones del SIIImpuesto global complementario.Asesoría elección regímenes tributarios (14A, 14B, 14ter, Simplificada).Preparación de Balance tributarioPlanificación tributariaInicio de Actividades en SII.Verificación de Actividad.Verificación de Domicilio.Obtención de Patente MunicipalRecopilación de Antecedentes y preparación de carpetaObtención de Plano.Obtención del certificado de Recepción final de la Dirección de Obras.Presentación de antecedentesEnvió de link para pago en línea de la patente municipalTramitación de convenios de pago con Tesorería General de la República. Bloqueo representante legalTérmino de GiroJuntas de DirectorioCambio de RepresentantesModificación de la Estructura SocialEscritura social de la empresa (dos copias).Extracto de la sociedad o empresa (dos copias).Inscripción en el Registro de Comercio.Publicación en el diario oficial.Protocolización de la sociedad.Constitución de Sociedad en tu empresa en un dia.Tramitación de Firma ElectrónicaObtención de RUT.Liquidaciones de SueldoPagos PrevisionalesVacaciones ProporcionalesConfeccion de contratosConfección y calculo de finiquitosAsesoria para comparendoControles de feriados y permisos.Representación en la Inspección del Trabajo.Análisis de riesgos de cumplimiento de normativa.Tramitación de Licencias MedicasCompletar Licencias MédicasAsesoría en cualquier ámbitoCobranza.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-contador-administrativo-en-concepcion-9332FA4485C8D2D161373E686DCF3405,2020-09-06
ingeniera mujer," Las condes, R.Metropolitana",HYDROFIRE LTDA,,2.0,Si,Si,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Deberá realizar las siguientes tareas:Cubicación, evaluación y costeo de construcción de proyectos de detección y extinción de incendios.Implementar proyectos de Ingeniería de incendios.Desarrollo de planimetría en Autocad y Revit tanto conceptual como de detalleConocimiento de sistemas de impulsion ( BOMBAS)Realizar trabajos en oficina y en terrenoEs imprescindible conocimientos avanzados de Autocad y RevitSe valorará conocimiento de mecánica de fluidos y conceptos básicos de electricidad",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniera-mujer-especialidad-proteccion-contra-incendio-en-santiago-las-condes-32DA41318FD0517A61373E686DCF3405,2020-09-06
Ingeniero Mecánico,"San Bernardo, R.Metropolitana",Comercializadora Tecrapol Ltda,,5.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Empresa ubicada en San Bernardo, se encuentra en búsqueda de un Ingeniero Mecánico para desempeñarse como Jefe de Maestranza, a cargo de producción , cumpliendo con plazos de entrega establecidos. Debe saber de lectura de  planos, medidas, fierros, control de calidad y manejo de personal (aproximadamente 30 personas)Grato ambiente laboral",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-mecanico-para-jefe-de-maestranza-con-experiencia-en-san-bernardo-5A531C444F162F0761373E686DCF3405,2020-09-06
